STT,Ten_Xa,F,Q_tb,Q_tb_kiet,sigma,X_tb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X_nam_i,X_nam_j,h_nam_i,h_nam_j,V_reservoirs,flood_hours,X,X_mean,sigma_spi,salinity_val,K,k,H,h,W_13,w_13,M_xc,m,N,n,P_xl,P,S,S_tn,S_cham,W_18,PA,W_19,demand_increase,TC_dt,TC_nt,Z,z,P_school,p_total,Q_school,p_total_24
724,Xã Lóng Sập,6.23,1.36,8.95,83.01,95.33,4.08,35.4,8.77,12,63.19,81.95,12.97,4.23,30.39,22.81,67.8,51.29,65.38,74.16,65.29,78.6,69.54,58.81,52.24,73.14,20.57,69.27,48.72,58.54,95.85,64.8,26.55,88.35,75.26,64.41,34.29,10.99,29.81,23.79,38.48,17.5,86.42,52.71,70.92,22.33,27.72,96.45,29.75,86.94,48.85,15.28,17.55,84.05,2.94
725,Xã Lực Hành,36.97,43.14,29.36,11.16,14.76,16.71,70.14,23.28,51.23,77.74,40.82,52.4,4.09,61.62,52.2,1.14,80.17,77.61,47.17,33.03,96.06,50.27,14.79,26.32,0.75,48.79,11.42,71.08,47.57,55.71,26.21,62.98,70.85,44.74,62.91,75.52,65.22,42.66,17.1,98.98,13.64,69.48,13.63,78.93,24.39,22.25,55.56,32.74,14.13,25.21,53.21,74,3.31,24.28
726,Xã Lục Hồn,36.03,17.93,54.35,88.05,16.95,61.33,38.89,42.83,9.54,69.08,55.61,12.59,53.73,39.09,20.22,87.75,36.43,18.58,38.57,28.08,47.1,75.97,51.46,89.55,84.2,25.43,56.31,67.22,51.35,57.71,28.12,72.91,61.87,96.16,11.63,63.7,36.69,85.2,10.18,0.61,67.79,87.91,96.23,93.25,59.52,27.17,54.27,42.42,38.71,88.17,58.94,70.43,99.35,44.29
727,Xã Lục Nam,13.81,43.39,45.21,69,44.95,25.06,13.16,21.98,50.15,87.25,7.45,40.75,61.71,86.17,94.18,21.89,30.98,37.39,6.62,14.38,30.62,64.3,25.96,33.88,83.91,10.4,85.58,63.83,94.39,86.03,98.69,39.13,6.7,94.59,79.08,22.67,55.11,0.95,50.69,79.93,89.94,53.19,43.94,53.95,58.03,77.82,34.75,46.45,41.13,4.5,25.69,47.37,84.05,83.92
728,Xã Lục Ngạn,49.32,43.25,5.95,51.54,5.88,62.52,40.21,55.89,38.1,5.83,50.7,97.9,19.75,77.2,54.64,60.93,84.46,51.18,47.27,84.59,48.47,88.53,11.2,14.7,59.78,41.99,84.64,99.1,75.32,85.39,70.27,45.29,48.17,87.72,43.06,60.09,37.42,67.01,24.94,33.15,35.07,16.76,34.54,63.37,41.11,3.93,95.84,71.23,74.31,91.48,32.89,49.72,76.31,86.06
729,Xã Lục Sơn,42.36,38.31,28.52,92.94,87.91,11.89,6.12,43.49,27.44,31.9,70.29,37.42,2.64,31.68,41.58,91.57,91.11,10.92,67.59,71.73,56.04,65.48,92.04,85.68,54.69,39.11,77.65,21.69,44.36,86.77,1.39,55.4,53.62,92.02,74.28,52.59,51.18,8.46,48.74,76.38,54.03,62.92,91.36,12.88,19.31,97.94,12.08,61.11,98.2,11.34,66.37,68.56,60.48,51.03
730,Xã Lục Yên,6.75,15.78,7.84,18.92,88.88,85.04,87.58,98.91,95.11,92.59,52.56,89.88,86.33,2.56,18.01,69.16,35.07,88.9,54.69,18.92,91.9,24.05,59.26,53.56,5.62,13.47,25.11,38.77,55.25,38.03,5.35,51.46,41.83,7.03,9.84,17.59,28.35,81.98,75.09,2.92,59.88,73.86,74.87,38.57,86.57,20.89,79.96,26.93,2.34,60.13,80.68,81.32,81.88,97.69
731,Xã Lũng Cú,46.71,10.59,92.05,8.89,26.3,45.62,65.68,22.65,17.26,13.84,54.94,86.87,52.57,17.74,40.55,76.85,88.21,16.47,53.19,27.48,12.84,62.57,66.08,85.93,62.82,15.35,69.42,5.09,17.2,76.33,27.92,97.56,48.83,86.85,95.18,24.7,83.27,50.53,3.14,69.6,67.94,37.05,5.28,4.35,33.68,88.87,62.45,95.22,40.1,33.07,89.37,49.95,68.83,1.93
732,Xã Lũng Nặm,22.05,29.45,55.78,80.44,39.55,43.01,74.8,95.23,90.02,99.9,52.48,46.32,23.21,65.36,48.55,9.48,47.09,91.15,78.83,94.37,51.7,54.25,43.71,90.39,30.39,12.49,85.08,31.37,19.72,39.21,73.22,81.14,71.18,60.11,90.09,55.75,60.1,8.21,7.97,81.9,74.02,31.1,18.17,47.69,79.52,70.77,18.72,47.33,21.35,86.79,23.77,26.62,57.27,52.71
733,Xã Lũng Phìn,19.52,13.81,29.82,25.61,95.25,90.8,52.21,82.23,77.19,39.83,72.28,30.46,46.93,14.57,66.22,48.12,24.48,81.22,60.24,14.41,92.45,66.59,67.66,1.77,80.58,9.61,47.33,54.22,39.51,63.39,98.6,4.08,25.28,76.69,67.33,47.84,15.88,51.58,83.38,4.78,10.88,72.16,34.38,32.61,77.74,93.02,42.29,59.72,48.04,85.53,68.45,61.07,39.99,96.92
734,Xã Lùng Phình,32.41,64.43,61.33,47.77,67.11,17.79,86.76,5.59,46.93,21.45,99.62,3.88,32.63,3.13,10.63,75.44,31.21,63.37,97.37,31.72,34.42,53.02,33.71,43.47,48.12,20.75,82.35,96.05,90.15,5.89,50.41,90.37,41.44,7.79,75.26,91.31,79.89,86.52,82.03,49,29.43,93.63,92.92,36.56,98.51,95.34,10.31,15.48,68.28,89.22,37.59,67.53,31.72,11.74
735,Xã Lùng Tám,37.99,89.84,59.65,3.81,43.89,67.62,98.32,46.61,54.59,33.47,4.75,63.92,47.4,79.18,76.36,79.18,98.02,52.78,76.5,24.11,78.8,27.38,23.25,67.49,62.04,49.69,34.99,29.28,61.27,20.6,72.22,39.95,76.93,68.42,50.18,77.83,53.57,50.66,18.06,99.57,94.42,50.73,22.06,40.11,93.3,76.27,21.55,66.85,58.22,88.86,93.12,40.83,57.14,65.93
736,Xã Lương Bằng,41.13,12.08,29.63,31.48,15.99,70.87,82.42,27.78,13.58,88.63,33.29,69.25,52.49,40.83,53.98,39.56,88.62,83.1,79.17,63.46,83.36,63.55,78.31,31.87,3.09,41.51,14.9,35.87,66.64,29.24,38.52,90.83,54.52,57.15,15.2,76.23,96.35,77.72,60.92,20.73,1.12,24.73,43.7,53.2,90.25,21.1,1.33,16.1,54.58,35.31,2.51,79.88,16.14,81.3
737,Xã Lương Minh,37.5,2.64,27.99,24.98,43.33,60.8,10.32,52.17,54.31,16.21,33.96,69.39,52.52,56.64,28.07,77.25,43.08,94.97,73.85,93.02,57.88,67.45,35.41,48.01,60.03,23.97,59.93,97.97,27.61,28.96,42.62,85.88,71.02,68.17,74.79,48.19,69.34,23.66,55.97,87.18,13.21,45.75,18.82,20.87,80.58,58.91,75.37,29.51,35.08,67.98,25.08,46.55,41.18,59.8
738,Xã Lương Sơn,14.16,69.53,99.73,16.58,18.36,61.09,91.84,54.96,89.68,50.02,73.97,52.81,84.77,25.21,21.8,10.43,76.91,74.93,99.43,93.8,41.57,32.31,8.03,14.93,78.21,27.93,33.85,50.53,70.92,12.99,46.19,94.21,19.34,36.61,62.52,65.53,25.84,67.47,41.9,73.91,75.35,57.34,40.42,48.63,81.34,3.92,83.53,45.76,23.46,78.82,53.7,36.06,92.77,77.43
739,Xã Lương Tài,38.82,51.61,70.46,42.33,17.59,40.49,7.89,41.31,10.27,97.61,92.47,24.05,37.81,26.7,30.41,94.3,43.81,65.87,97.86,40.62,7.04,11.16,99.25,85.43,44.71,55.34,61.21,16.69,72.49,65.92,75.53,57.28,18.32,38.19,99.5,28.37,98.68,78.22,79.45,9.82,51.57,98.95,85.42,95.36,40.1,16.03,96.57,96.04,28.21,94.56,26.67,52.18,52.61,10.57
740,Xã Lương Thịnh,14.37,75.34,24.9,85.19,98.11,36.27,2.43,10.21,0.26,63.66,98.64,18.41,34.74,30.62,54.19,75.37,44.89,68.29,12.8,60.91,77.14,52.56,55.2,71.79,43.29,63.14,75.64,96.42,32.71,96.34,19.91,61.98,8.44,45.25,0.1,83.54,74.72,76.65,7.25,48.25,83.64,78.29,45.82,13.47,97.11,75.62,97.22,97.63,8.52,53.83,46.59,60.38,31.89,8.25
741,Xã Lý Bôn,24.56,26.99,76.51,24.71,55.16,36.08,91.66,60.48,69.88,1.12,23.49,40.31,17.59,89.32,31.92,87.78,78.69,75.44,23.83,6.12,57.83,36.61,79.39,27.66,60.26,20.01,7.24,23.56,83.6,32.5,85.57,55.51,61.94,98.64,59.88,58.03,0.46,13.41,92.51,84.66,30.24,58.09,99.85,21.4,38.95,37.43,50.72,93.93,62.14,71.37,34.04,82.86,16.88,40.8
742,Xã Lý Nhân,34.22,58.48,79.79,26.46,97.2,8.6,90.49,6.66,29.08,14.09,22.85,71.18,86.08,9.7,70.91,93.9,67.33,89.69,54.87,5.25,49.82,31.62,98.22,50.76,22.75,85.55,36.24,51.01,63.51,67.25,9.94,53.3,2.5,62.04,15.72,94.02,64.97,49.64,6.3,46.66,15.1,55.26,70.99,1.79,86.51,85.35,95.8,71.15,84.32,60.53,10.61,64.29,21.08,90.16
743,Xã Lý Quốc,31.07,7.26,42.8,4.89,76.35,53.39,75.29,70.16,99.01,7.12,69.76,96.28,59.88,41.73,33.36,99.32,21.85,84.74,94.43,48.08,34.63,78.33,77.41,34.74,23.76,93.97,29.7,8.5,30.57,83.72,53.74,86.72,38.01,29.42,39.91,20.6,89.6,36.81,44.13,2.53,4.64,6.07,65.74,94.2,48.75,87.82,92.62,17.85,90.64,71.57,36.03,45.09,65.19,23.88
744,Xã Mai Châu,17.31,99.26,69.25,67.89,42.73,55.58,45.96,20.43,62.9,29.1,16.5,41.07,42.82,85.66,84.38,23.95,10.76,18.4,36.27,98.04,41.94,24.37,83.59,22.66,28.21,91.94,35.04,42.1,8.11,86.56,80.83,98.26,81.22,26.46,29.3,73.81,69.51,56.07,51.7,41.94,95.73,22.16,70.29,83.05,91.09,16.48,20.81,38.84,10.13,71.73,63.45,56.21,25.51,56.7
745,Xã Mai Hạ,30.59,82.32,79.29,67.29,54.02,81.57,0.14,28.96,25.46,61.82,14.42,97.52,76.77,12.73,42.88,95.47,18.5,35.37,9.46,32.75,60.83,19.34,48.81,54.22,91.75,97.55,27.53,32.61,65.15,78.87,95.7,61,10.95,59.53,76.25,84.16,4.25,63.43,77.22,6.11,69.12,35.1,38.95,73.72,17.73,28.51,14.09,52.17,55.12,69.33,72.85,2.15,89.11,19.81
746,Xã Mai Sơn,32.3,16.06,17.1,65.11,46.73,40.96,32.7,16.81,79.85,49.49,43.34,24.05,73.84,75.09,94.61,95.07,15.23,8.84,88.34,18.8,21.07,83.45,71.71,45.76,37.82,13.93,25.19,6.52,91.91,23.1,5.26,38.2,7.01,35.55,23.96,46.17,34.78,1.52,57.1,70.18,86.08,41.29,10.69,20.01,30.92,85.43,27.95,13.15,1.02,73.02,31.87,80.22,8.4,97.07
747,Xã Mao Điền,44.09,53.38,97.69,87.99,9.67,1.4,30.11,49.16,75.14,40.18,92.34,16.96,59.32,55.86,67.34,70.4,85.67,24.19,14.27,1.49,81.77,95.79,91.2,28.45,6.34,7.48,25.8,99.99,25.55,62.22,83.28,85.11,92.44,44.44,76.55,21.12,69.12,46.71,75.91,80.02,19.74,70.05,65.63,26.15,98.18,21.5,90.17,0.53,44.06,42,17.74,45,95.89,82.53
748,Xã Mậu A,48.71,53.97,35.22,53.51,25.89,51.58,0.73,54.06,30.93,91.95,50.41,92.17,2.86,19.38,89.92,23.94,40.44,80.72,27.92,73.05,38.58,4.54,88.84,8.94,52.82,56.9,63.13,53.52,35.69,23.83,82.67,40.93,89.74,52.29,70.81,30.72,64.73,6.63,89.5,84.28,95.74,70.59,31.9,80.4,57.47,26.6,75.87,56.81,12.34,72.71,57.59,82.89,13.74,62.65
749,Xã Mậu Duệ,40.3,27.82,46.52,68.53,8.63,78.84,27.98,56.04,3.95,88.73,76.58,44.68,35.8,8.74,27.74,65.11,57.8,78.95,26.58,96.05,74.51,89.05,57.24,8.97,98.74,72.49,96.5,3.43,62.52,71.03,3.89,35.14,87.2,95.22,35.71,84.64,81.54,64.91,73.99,90.64,9.38,70.22,33.09,91.38,89.93,57.22,33.21,79.34,98.23,87.23,48.82,42.6,54.27,97.9
750,Xã Mẫu Sơn,24.18,7.88,61.7,29.82,15.54,9.01,12.88,40.91,16.69,7.12,16.59,53.68,67.78,0.77,37.68,1.83,76.47,70.96,69.31,57.28,6.77,2.82,47.45,14.89,89.59,69.55,1.2,76.87,28.76,34.69,42.23,6.32,11.27,68.73,61.79,0.93,10.51,86.46,21.12,82.62,54.61,64.91,90.91,6.72,39.75,81.98,85.23,29.42,84.92,64.25,70.96,34.36,11.25,49.09
751,Xã Mê Linh,28.52,63.81,80.32,57.36,95.91,11.33,6.58,19.47,99.06,20.51,62.48,89.88,83.71,85.58,55.54,88.8,86.48,62.68,4.33,22.52,13.66,38.64,19.31,3.85,87.43,33.75,33.59,2.66,72.93,75.84,39.78,79.46,5.08,13.29,56.33,87.47,21.01,41.03,30.51,97.42,59.43,15.56,36.5,3.66,46.11,80.64,14.56,52.07,66.32,91.77,10.52,86.33,65.97,6.27
752,Xã Mễ Sở,29.02,46.88,34.13,57.35,75.97,43.44,91.64,84.85,55.05,1.82,54.25,62.36,80.72,27.41,2.3,12,99.98,84.94,50.18,98.71,39.39,69.28,96.2,25.9,16.54,11.08,29.96,82.7,8.66,41.08,94.06,95.07,72.8,49.1,71.33,49.4,32.84,61.26,51.37,4.05,39.07,83.07,85.52,70.99,41.36,11.13,20.23,16.13,65.69,26.25,39.66,36.45,20.71,10.77
753,Xã Mèo Vạc,10.84,52.41,67.56,54.13,78.98,86.48,30.77,37.76,91.96,72.06,19.78,31.51,53.31,91.06,69.82,94.24,34.79,48.59,88.75,83.84,80.68,56.24,60.68,69.97,81.11,31.64,61.88,50.45,37.5,81.77,51.38,78.2,2.2,10.5,24.85,36.52,27.09,71.41,76.04,46.91,63.14,85.76,22.14,94.68,33.58,85.69,57.62,39.87,11.54,44.27,9.97,67.91,70.52,71.03
754,Xã Minh Châu,10.86,74.49,62.52,28.14,43,42.85,53.76,79.84,80.74,36.78,32.52,69.02,43.76,85.24,89.27,35.46,30.56,59.07,71.33,74.03,6.19,84.19,7.12,46.07,42.69,48.93,10.02,85.65,24.61,75.94,98.17,40.16,6.07,4.69,42.32,52.33,75.36,0.57,14.96,25.45,3.3,55.11,90.78,26.45,2.58,51.31,80.93,40.08,45.12,5.85,69.1,58.61,71.44,87.75
755,Xã Minh Đài,26.35,84.34,44.66,2.64,45.25,83.16,57.23,86,91.85,16.27,44.55,98.02,75.72,66.34,39.92,3.79,70.7,61.36,93.75,80.39,68.06,43.55,97.93,80.7,87.96,5.26,64.08,27.69,31.19,76.64,48.44,84.59,73.97,46.61,50.03,65.05,7.47,95.8,80.77,64.49,46.66,55.73,43.54,28.16,36.32,21.48,79.09,31.72,84.17,0.21,4.49,1.76,98.95,90.79
756,Xã Minh Hòa,43.02,92.77,88.2,30.22,1.71,93.55,94.69,83.7,31.6,78.88,64.52,40.7,98.21,81.01,63.64,8.91,1.8,63.75,32.02,62.38,18.9,39.08,17.78,98.57,12.4,40.81,46.78,2.48,70.4,83.58,43.94,54.21,59.45,25.53,13.22,61.96,4.06,90.61,59.03,28.9,78.9,7.28,19.82,89.06,18.07,63.49,51.93,87.07,14.7,49.09,16.61,66.67,45.69,93.12
757,Xã Minh Khai,30.19,56.15,26.22,95.44,16.46,63.19,83.59,83.69,88.91,7.1,68.36,96.71,53.6,94.55,72.88,26.46,18.08,94.58,60.51,1.82,11.4,3.47,64.14,70.86,66.63,66.48,42.37,80.79,57.89,78.1,66.33,52.88,72.96,83.69,12.7,69.9,40.2,96.82,11.79,39.22,40.71,43.37,20.29,14.98,69.31,73.77,79.05,58.22,43.41,59.33,39.36,68.72,23.67,84.18
758,Xã Minh Lương,7.76,47.91,32.07,72.88,25.38,13.55,94.64,91.69,50.58,83.73,49.83,19.57,58.26,8.7,91.54,54.29,72.9,82.22,90.26,29.2,38.69,29.48,24.02,79.83,0.97,23.35,45.86,54.56,50.69,85.39,77.98,99.34,80.46,92,78.93,83.65,73.31,93.49,31.23,23.07,4.18,81.21,46.42,22.25,90.43,21.15,88.32,22.11,63.1,87.75,62.75,80.02,65.44,48.91
759,Xã Minh Ngọc,16.3,18.9,65.73,39.75,1.81,31.99,66.28,48.98,64.74,77.11,93.26,0.7,38.34,97.97,18.29,7.7,27.78,36.09,58.61,5.6,79.69,5.52,99.29,61.06,39.18,49.19,68.84,50.21,83.76,30.66,40.42,52.87,47.23,29.24,42.18,70.11,32.55,43.11,85.3,61.22,60.03,5.66,7.98,87.68,91.05,72.36,80.25,7.7,7.99,68.67,74.96,22.92,48.57,96.05
760,Xã Minh Quang,39.12,97.41,51.73,9.73,44.98,51.64,21.8,41.03,57.65,3.23,45,46.43,20.61,18.48,2.04,47.74,82.63,58.3,82.84,36.88,63.64,95.23,16.11,55.61,54.1,94.07,60.62,48.72,85.58,13.56,19.63,88.62,99.8,18.51,85.12,59.24,62.34,91.02,77.49,84.88,46.07,12.86,77.75,20.89,11.28,76.22,68.88,76.27,34.79,50.94,20.49,96.73,43.4,87.28
761,Xã Minh Sơn,11.36,8.87,76.71,71.13,31.12,8.38,42.32,80.3,33.56,12.63,81.99,30.91,75.47,94.36,15.96,32.31,13.89,70.35,78.92,43.44,69.87,52.89,9.65,71.39,46.74,21.61,54.2,95.67,57.23,73.34,55.27,93.72,46.82,3.9,76.48,53.73,36.36,19.79,4.39,53.26,39.96,22.63,77.35,60.41,62.15,83.51,52.54,10.2,23.01,8.8,6.69,87.92,75.36,25.96
762,Xã Minh Tâm,22.22,93.28,57.83,65.9,92.16,53.07,51.18,77.3,13.86,87.5,99.42,64.81,91.09,78.12,80.64,36.83,72.9,73.52,42.03,59.45,78.3,80.38,85.41,76.55,76.75,23.84,44.07,66.21,88.07,54.27,72.91,98.19,72.34,89.4,1.69,3.79,94.46,42,38.73,25.53,52.48,83.93,43.11,0.7,56.98,70.39,37.99,65.92,46.92,58.35,64.16,14.95,80.61,87.27
763,Xã Minh Tân,31.94,85.38,69.53,93.48,20.75,91.37,20.23,69.8,75.48,46.65,8.04,12.55,93.31,52.67,80.93,37.09,69.83,69.01,25.79,19.24,84.12,95.98,67.14,53.52,66.5,67.06,56.77,0.69,59.64,41.96,46.07,75.52,66.75,36.53,49.19,34.73,92.7,60.89,12.08,10.09,55.2,61.29,90.49,38.77,13.56,95.05,8.39,3.06,90.75,90.47,34.03,91.62,36.87,98.76
765,Xã Minh Thái,42.62,98.29,79.51,56.33,90.77,95.83,95.77,50.56,22.51,29.73,82,22.45,60.18,17.54,73.15,84.01,35.88,42.15,83.05,24.96,19.18,10.28,0.95,29.62,69.55,49.99,41.15,93.31,73.16,6.44,44.11,91.07,53.99,18.05,25.5,81.91,93.81,92.19,33.79,91.24,60.44,32.4,29.72,0.55,68.34,58.78,54.48,44.59,30.19,83.7,89.6,25.72,44.66,78.63
766,Xã Minh Thanh,32.43,8.51,84.53,58.5,14.27,60.23,75.56,42.48,32.74,54.71,63.03,22.16,1.26,93.16,18.43,88.98,54.69,34.8,50.89,29.59,58.1,78.45,64.71,31.11,20.56,90.03,1.38,80.2,80.46,42.83,39.32,83.57,54.61,89.57,72.17,64.21,21.48,13.47,23.39,57.65,8.88,13.3,78.15,47.75,1.17,67.9,16.16,63.11,95,5.59,67.42,83.03,47.55,79.6
767,Xã Minh Thọ,15.87,13.03,0.13,19.04,4.24,3.98,6.53,33.86,73.64,41.74,20.51,83.9,12.7,52.14,34.91,8,24.79,88.34,66.26,79.79,23.86,21.36,58.5,85.69,4.47,85.03,98.42,70.85,96.92,87.42,81.17,79.82,32.16,14.93,13.77,24.03,29.71,76.99,0.96,96.7,6.53,78.71,77.68,20.21,83.06,22.69,95.92,45.24,84.73,34.29,65.17,62.23,87.42,18.54
768,Xã Mỏ Vàng,8.07,37.96,30.83,60.32,95.43,37.41,4.49,14.14,39.45,58.43,72.05,72.14,53.1,78.45,29.92,91.6,40.72,92.79,56.59,64.58,73.03,53.51,20.34,98.61,1.59,57.77,84.65,18.34,77.99,26.75,59.61,17.12,46.64,52.41,11.36,38.91,23.9,53.79,45.05,14.03,40.59,5.68,8.02,22.38,31.64,53.89,67.8,67.13,43.13,89.85,97.06,84.87,3.13,63.73
769,Xã Mù Cả,47.49,42.89,71.54,92.31,84.07,44.8,63.96,49.74,5.02,21.62,85.11,5.37,40.16,21.35,17.83,35.67,44.86,71.97,24.92,37.57,75.91,26.62,57.83,32.28,73.88,7.47,65.72,68.62,77.81,68.11,57.04,30.2,31.09,70.67,18,12.5,84.75,16.94,91.92,57.67,73.24,18.83,46.86,63.52,60.65,43.36,35.15,65.42,76.15,74.31,59.69,55.4,14.44,91.71
770,Xã Mù Cang Chải,27.11,85.08,26.46,55.35,29.21,70.47,71.27,66.45,57.85,39.67,65.49,76.45,67.8,68.53,83.06,54.38,31.82,5.66,94.77,83.85,91.39,83.92,76.78,87.13,95.38,24.06,48.96,49.56,19.23,59.43,69.69,58.48,8.73,95.76,83.09,8.48,0.32,45.55,6.49,99.47,86.79,79.22,79.49,95.56,43.17,97.7,9.87,95.98,84.02,23.79,47.47,52.2,48.49,88.15
771,Xã Muổi Nọi,19.48,9.96,50.77,35.12,70.45,95.11,22.41,52.43,36.4,37.72,59.93,55.33,18.62,98.37,53.41,18.61,28.16,92.73,6.49,38.72,26.48,32.49,54.99,82.76,20.3,68.99,77.24,23.04,23.56,2.9,21.05,57.22,55.36,80.84,12.34,8.16,65.79,67.75,60.04,22.15,4.27,60.63,82.21,93.04,80.83,84.74,77.7,98.16,11.11,79.68,86.34,25.94,69.79,49
772,Xã Mường Ảng,25.86,17.81,67.59,83.45,91.15,14.38,34.62,65.53,37.74,46.63,8.41,32.51,57.85,13.12,68.35,50.19,29.17,28.06,11.04,98.95,53.83,48,59.58,77.46,15.15,13.16,12.71,87.17,62.13,10.27,43.23,44.82,50.05,20.77,28.02,92.69,77.33,42.81,22.03,40.48,94.71,43.83,81.99,94.02,87.93,21.72,66.88,16.06,85.42,83.47,58.85,61.3,20.45,98.85
773,Xã Mường Bám,36.27,74.41,26.14,49.06,2.2,29.57,96.27,15.76,70.44,12.48,7.02,86.1,41.86,54.84,9.73,91.83,90.07,64.45,74.57,28.6,71.54,95.48,54.17,90.85,90.03,82.29,23.61,53.12,93.24,82.16,22.66,16.37,56.23,25.12,88.48,97.62,31.78,77.89,76.84,75.76,81.26,89.63,55.33,96.89,5.68,50.67,53.23,20.42,47.62,84.89,44.12,44.05,7.53,50.2
774,Xã Mường Bang,35.57,15.14,99.57,63.13,45.26,59.2,33.22,2.86,10.91,35.3,96.21,47.53,91.47,7.02,56.66,56.33,5.28,59.82,85.74,3.29,42.1,3.69,69.98,40.73,95.4,89.76,96.81,11.16,49.77,27.26,0.23,19.75,80,19.91,59.4,30.48,28.96,42.16,52.45,11.15,93.14,7.88,46.01,91.4,45.47,86.33,91.66,98.06,41.22,37.1,47.41,67.7,49.01,15.26
775,Xã Mường Bi,32.88,45.13,47.28,87.05,53.18,39.04,64.05,16.74,40.42,2.03,61.45,56.27,70.45,23.38,20.73,13.21,57.95,1.82,1.04,79.51,56.36,31.4,47.21,5.16,90.21,17.13,8.9,78.17,39.78,81.73,9.49,24.77,82.17,84.36,70.91,61.93,43.51,90.61,16.65,40.59,71.75,98.14,14.92,82.45,49.17,65.46,89.87,70.97,8.58,23.3,16.24,3.25,99.23,39.5
776,Xã Mường Bo,7.2,99.99,40.01,51.18,32.86,26.76,71.56,8.52,68.74,62.77,38.91,37.6,17.33,82.71,83.28,69.28,28.1,51.01,27.8,47.72,16.08,52.81,56.77,7.87,33.02,99.33,46.56,92.48,36.58,97.71,7.26,50.63,30.95,41.15,32.07,66.45,95.48,78.12,14.02,0.47,40.76,13.81,6.02,70.02,83.77,80.34,7.48,10.78,42.71,64.75,44.75,81.22,22.28,12.78
777,Xã Mường Bú,48.43,23.46,67.2,34.75,13.82,77.22,53.37,55.28,19.69,37.38,73.19,49.97,14.46,68.26,83.67,42.01,76.46,48.71,97.92,73.12,90.51,65.1,46.15,10.71,95.16,88.33,42.24,48.83,27.29,17.47,20.88,10.7,14.76,13.15,94.23,49.96,12.9,32.06,81.22,84.24,55.11,35.01,77.48,7.26,29.58,74.06,7.2,37.43,75.64,24.88,17.12,24.15,98.31,28.44
778,Xã Mường Chà,40.79,17.83,52.08,80.46,83.2,94.53,12.2,87.42,55.65,66.66,42.36,1.15,59.38,37.86,45.44,31.83,12.96,16.39,70.71,30.85,92.24,40.63,23.43,62.67,31.68,60.52,42.85,44.16,11.48,63.85,84.81,99.99,94.47,21.04,76.45,46,83.88,39.71,17.81,2.4,84.42,36.05,52.13,86.4,25.16,66.7,18.02,3.41,37.39,77.94,81.26,60.99,84.21,67.81
779,Xã Mường Chanh,48.96,16.44,96.89,28.15,37.74,95.77,69.57,91.95,96.28,74.75,16.31,64.03,91.74,73.88,9.44,44.2,6.98,33.74,82.4,95.23,0.54,9.66,18.31,8.32,2.76,36.67,49.41,73.74,69.19,58.24,83.46,97.68,29.79,41.8,82.93,23.25,64.89,49.68,29.48,35.64,71.28,30.98,64.41,41.31,91.5,74.91,18.03,42.2,7.43,3.69,49.57,90.17,27.98,62.65
780,Xã Mường Chiên,21.09,73.03,14.73,22.25,16.06,32.95,52.38,72.92,42.56,55.04,24.2,35.81,78.35,96.92,63.74,74.01,76.69,19.87,73.32,17.76,35.33,43.81,64.63,40.8,71.7,65.18,10.78,28.73,36.2,33.31,73.36,82.14,9.41,97.34,21.42,67.78,82.6,32.64,87.65,13.07,2.12,10.57,22.57,36.81,2.28,31.79,79.79,51.92,20.77,61.48,66.19,90.99,34.82,35.48
781,Xã Mường Cơi,45.56,57.93,13.56,95.01,70.36,98.53,77.33,87.33,2.47,38.45,71.96,34.67,0.97,64.14,49.24,94.6,61.06,24.14,5.66,58.34,44.27,19.62,85.32,34.47,97.69,3.54,7.14,76.92,58.32,6.55,4.34,40.09,8.5,23.23,66.1,72.06,3.98,96.84,44.03,87.54,81.53,53.04,65.13,51.37,3.68,61.66,58.76,18.57,1.35,76.33,7.63,50.7,5.96,48.26
782,Xã Mường Động,22.18,64.89,54.35,37.61,78.08,31.17,22.04,40.07,88.29,55.29,87.47,29.88,79.22,77.81,26.54,26.53,43.05,63.68,95.6,74.03,51.94,22.93,98.04,96.53,12.49,99.4,80.48,94.89,89.92,10.09,95.05,52.8,88.82,85.47,69.63,83.57,57.76,24.09,8.07,51.06,4.86,67.82,74.72,50.9,21.38,38.16,75.17,3.39,75.6,39.01,98.46,0.73,41.64,14.69
783,Xã Mường É,8.17,7.45,46.61,69.8,13.92,53.21,63.4,15.91,45.5,61.16,32.61,44.23,57.28,0.37,7.44,37.83,90.65,81.91,31.08,68.14,91.97,2.9,99.3,81.73,1.7,81.03,95.29,56.1,62.12,69.15,6.25,4.47,92.45,49.88,62.1,50.47,46.72,24.31,93.03,73.67,23.81,54.32,66.97,58.79,89.6,54.66,43.07,76.77,97.73,16.8,33.38,47.57,13.43,84.03
784,Xã Mường Giôn,30.98,32.52,99.74,48.28,72.99,67.79,70.89,23.49,8.58,95.63,9.63,92.25,94.43,55.33,94.29,43.16,64.61,44,99.15,22.17,22.11,9.65,80.5,55.19,64.51,96.5,63.34,99.9,99.24,49.76,12.83,39.43,22.47,70.63,25.99,84.27,49.26,81.55,34.79,31.66,28.31,34.58,50.14,79.37,43.67,97.27,32.53,6.94,1.67,62.86,77.36,12.81,86.69,57.94
